P (s),time (s),Stim_Mech,Obs1_Mech,Obs2_Mech,Obs3_Mech,Obs4_Mech,Obs5_Mech,Obs6_Mech,Stim_Hyd,Obs1_Hyd,Obs2_Hyd,Obs3_Hyd,Obs4_Hyd,Obs5_Hyd,Obs6_Hyd
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.1,-2.00E-10,-2.30E-12,8.94E-13,2.33E-13,1.58E-14,1.50E-15,-1.65E-15,-12.3194756,0.127744546,0.043290918,0.010038388,0.004002518,0.002390916,0.001140956
10,0.2,-1.01E-09,-5.01E-11,1.41E-12,3.81E-12,1.17E-12,1.77E-13,-2.17E-14,-51.69940515,0.508552527,0.368461955,0.13261391,0.041246469,0.017386746,0.008735176
10,0.3,-2.61E-09,-2.17E-10,-1.96E-11,1.11E-11,6.65E-12,2.01E-12,-1.68E-13,-118.9699925,0.794926795,1.05860312,0.515741673,0.189150543,0.065409289,0.025477615
10,0.4,-5.07E-09,-5.68E-10,-9.31E-11,1.41E-11,1.78E-11,8.17E-12,-3.14E-13,-214.0018792,0.642040772,2.047260494,1.23268751,0.530041783,0.189072002,0.054079652
10,0.5,-8.46E-09,-1.16E-09,-2.52E-10,-2.43E-13,3.26E-11,2.07E-11,2.75E-13,-336.1800268,-0.228900502,3.22255311,2.294515242,1.120630935,0.438817134,0.104581042
10,0.6,-1.28E-08,-2.03E-09,-5.27E-10,-4.73E-11,4.66E-11,4.05E-11,2.67E-12,-484.5747643,-2.053509431,4.464739773,3.685406797,1.998358395,0.861027991,0.192118974
10,0.7,-1.81E-08,-3.23E-09,-9.47E-10,-1.44E-10,5.36E-11,6.71E-11,8.11E-12,-657.971437,-5.024523057,5.652738636,5.368778283,3.182005083,1.494291278,0.335670755
10,0.8,-2.45E-08,-4.79E-09,-1.54E-09,-3.06E-10,4.59E-11,9.86E-11,1.78E-11,-854.8991016,-9.295436338,6.669966752,7.294571864,4.674469164,2.367401776,0.556062973
10,0.9,-3.17E-08,-6.72E-09,-2.32E-09,-5.50E-10,1.48E-11,1.32E-10,3.29E-11,-1073.664969,-14.98578484,7.40791994,9.405423554,6.466384101,3.499186104,0.873976831
10,1,-4.00E-08,-9.05E-09,-3.33E-09,-8.92E-10,-4.88E-11,1.63E-10,5.39E-11,-1312.380247,-22.18539084,7.767519836,11.64038585,8.53911494,4.899405056,1.308543483
10,1.1,-4.91E-08,-1.18E-08,-4.56E-09,-1.35E-09,-1.54E-10,1.87E-10,8.14E-11,-1568.979033,-30.95718838,7.659346822,13.93690497,10.86689199,6.569954228,1.876552498
10,1.2,-5.91E-08,-1.50E-08,-6.04E-09,-1.92E-09,-3.11E-10,1.99E-10,1.15E-10,-1841.23798,-41.33907667,7.003612674,16.23197277,13.41830498,8.50594977,2.592071616
10,1.3,-6.98E-08,-1.85E-08,-7.77E-09,-2.64E-09,-5.28E-10,1.93E-10,1.55E-10,-2126.792289,-53.3453725,5.73018507,18.46299883,16.1574324,10.69660953,3.466283184
10,1.4,-8.13E-08,-2.25E-08,-9.76E-09,-3.50E-09,-8.14E-10,1.63E-10,2.00E-10,-2423.155707,-66.96806957,3.778656712,20.56857134,19.04477347,13.12597781,4.507421916
10,1.5,-9.35E-08,-2.69E-08,-1.20E-08,-4.52E-09,-1.18E-09,1.03E-10,2.49E-10,-2727.737321,-82.17804554,1.098405443,22.48913637,22.03806444,15.77356012,5.720766711
10,1.6,-1.06E-07,-3.17E-08,-1.46E-08,-5.70E-09,-1.62E-09,8.12E-12,3.01E-10,-3037.860615,-98.92622226,-2.351391234,24.16758547,25.09300549,18.61490507,7.10867158
10,1.7,-1.19E-07,-3.68E-08,-1.73E-08,-7.04E-09,-2.16E-09,-1.29E-10,3.54E-10,-3350.782042,-117.1446884,-6.601785875,25.54975769,28.16391028,21.6221465,8.670630238
10,1.8,-1.33E-07,-4.24E-08,-2.04E-08,-8.55E-09,-2.80E-09,-3.12E-10,4.07E-10,-3663.708764,-136.7478373,-11.6741322,26.58487547,31.20429288,24.76451145,10.40336944
10,1.9,-1.47E-07,-4.82E-08,-2.37E-08,-1.02E-08,-3.54E-09,-5.48E-10,4.56E-10,-3973.818956,-157.633468,-17.58018991,27.22591875,34.16739622,28.0087938,12.3009641
10,2,-1.61E-07,-5.43E-08,-2.72E-08,-1.21E-08,-4.38E-09,-8.42E-10,5.01E-10,-4278.278823,-179.683939,-24.32226325,27.4299578,37.00667929,31.31980087,14.35496986
10,2.1,-1.75E-07,-6.07E-08,-3.10E-08,-1.41E-08,-5.33E-09,-1.20E-09,5.39E-10,-4574.261914,-202.7673436,-31.89338086,27.15844336,39.67626688,34.66077656,16.55456852
10,2.2,-1.89E-07,-6.73E-08,-3.50E-08,-1.63E-08,-6.40E-09,-1.62E-09,5.67E-10,-4858.967479,-226.7387028,-40.27751219,26.3774559,42.13136565,37.99380424,18.88672406
10,2.3,-2.03E-07,-7.40E-08,-3.92E-08,-1.87E-08,-7.57E-09,-2.11E-09,5.82E-10,-5129.638371,-251.4412095,-49.44982597,25.05791866,44.32865224,41.28019358,21.33634794
10,2.4,-2.17E-07,-8.09E-08,-4.35E-08,-2.12E-08,-8.86E-09,-2.67E-09,5.83E-10,-5383.579378,-276.7074815,-59.37698376,23.1757721,46.22663082,44.48085016,23.88647168
10,2.5,-2.30E-07,-8.79E-08,-4.80E-08,-2.38E-08,-1.03E-08,-3.31E-09,5.67E-10,-5618.174387,-302.3608547,-70.01747141,20.71211468,47.78596493,47.55663009,26.51842594
10,2.6,-2.43E-07,-9.50E-08,-5.26E-08,-2.66E-08,-1.18E-08,-4.02E-09,5.31E-10,-5830.903438,-328.2167055,-81.32196982,17.65330954,48.96978422,50.46868051,29.21202518
10,2.7,-2.55E-07,-1.02E-07,-5.73E-08,-2.95E-08,-1.34E-08,-4.81E-09,4.73E-10,-6019.359166,-354.0837943,-93.23376263,13.99105659,49.74396607,53.17876573,31.94575655
10,2.8,-2.67E-07,-1.09E-07,-6.21E-08,-3.24E-08,-1.51E-08,-5.68E-09,3.90E-10,-6181.262563,-379.7656275,-105.6891785,9.722430867,50.07739194,55.64957924,34.69697256
10,2.9,-2.77E-07,-1.16E-07,-6.69E-08,-3.55E-08,-1.69E-08,-6.62E-09,2.81E-10,-6314.478009,-405.0618333,-118.6180663,4.84988791,49.94217872,57.84504088,37.44208633
10,3,-2.87E-07,-1.22E-07,-7.17E-08,-3.87E-08,-1.88E-08,-7.64E-09,1.43E-10,-6417.027475,-429.7695466,-131.9443018,-0.618763137,49.31388495,59.73057895,40.15676864
10,3.1,-2.96E-07,-1.29E-07,-7.64E-08,-4.19E-08,-2.07E-08,-8.73E-09,-2.50E-11,-6487.103826,-453.6847965,-145.5863229,-6.670418239,48.17169197,61.27339671,42.8161459
10,3.2,-3.03E-07,-1.35E-07,-8.11E-08,-4.51E-08,-2.28E-08,-9.90E-09,-2.26E-10,-6523.083146,-476.6038904,-159.4576922,-13.28676832,46.49855968,62.44272263,45.39499813
10,3.3,-3.10E-07,-1.41E-07,-8.57E-08,-4.84E-08,-2.49E-08,-1.11E-08,-4.60E-10,-6523.536009,-498.3247892,-173.4676832,-20.44441944,44.28135691,63.21004396,47.86795599
10,3.4,-3.15E-07,-1.47E-07,-9.02E-08,-5.17E-08,-2.70E-08,-1.24E-08,-7.29E-10,-6487.237648,-518.6484672,-187.5218872,-28.11504242,41.51096607,63.54932282,50.20969612
10,3.5,-3.18E-07,-1.52E-07,-9.45E-08,-5.49E-08,-2.92E-08,-1.38E-08,-1.03E-09,-6413.176933,-537.380249,-201.52284,-36.26555093,38.18236227,63.43719427,52.39513368
10,3.6,-3.21E-07,-1.56E-07,-9.86E-08,-5.81E-08,-3.14E-08,-1.52E-08,-1.38E-09,-6300.564131,-554.33112,-215.3706622,-44.85830695,34.29466667,62.85314579,54.39961153
10,3.7,-3.21E-07,-1.60E-07,-1.02E-07,-6.12E-08,-3.37E-08,-1.67E-08,-1.75E-09,-6148.837389,-569.3190003,-228.9637129,-53.85135242,29.8511743,61.77967758,56.19908481
10,3.8,-3.20E-07,-1.64E-07,-1.06E-07,-6.42E-08,-3.59E-08,-1.81E-08,-2.17E-09,-5957.667896,-582.1699799,-242.1992521,-63.19866569,24.85935638,60.20244319,57.7703004
10,3.9,-3.17E-07,-1.67E-07,-1.09E-07,-6.71E-08,-3.81E-08,-1.97E-08,-2.62E-09,-5726.9637,-592.7195059,-254.9741087,-72.85044158,19.33083745,58.11037004,59.09097016
10,4,-3.13E-07,-1.69E-07,-1.12E-07,-6.99E-08,-4.03E-08,-2.12E-08,-3.11E-09,-5456.872154,-600.8135174,-267.1853514,-82.7533932,13.28134759,55.4957595,60.13993736
10,4.1,-3.07E-07,-1.71E-07,-1.15E-07,-7.25E-08,-4.25E-08,-2.28E-08,-3.64E-09,-5147.780976,-606.309522,-278.7309578,-92.8510743,6.730650188,52.35436614,60.89733535
10,4.2,-2.99E-07,-1.71E-07,-1.17E-07,-7.49E-08,-4.46E-08,-2.44E-08,-4.20E-09,-4800.317906,-609.0776085,-289.5104803,-103.0842201,-0.297554236,48.68545601,61.34473788
10,4.3,-2.90E-07,-1.72E-07,-1.19E-07,-7.72E-08,-4.66E-08,-2.60E-08,-4.80E-09,-4415.348981,-609.0013901,-299.4257036,-113.3911051,-7.775747565,44.49184381,61.46530018
10,4.4,-2.79E-07,-1.71E-07,-1.20E-07,-7.92E-08,-4.86E-08,-2.76E-08,-5.42E-09,-3993.975421,-605.9788745,-308.3812912,-123.7079159,-15.67273618,39.77990876,61.24389034
10,4.5,-2.66E-07,-1.69E-07,-1.21E-07,-8.09E-08,-5.04E-08,-2.91E-08,-6.08E-09,-3537.529153,-599.9232542,-316.2854179,-133.9691365,-23.95381485,34.55958948,60.66721022
10,4.6,-2.51E-07,-1.67E-07,-1.21E-07,-8.24E-08,-5.22E-08,-3.07E-08,-6.77E-09,-3047.567002,-590.7636151,-323.050384,-144.1079456,-32.58095148,28.84435768,59.72390535
10,4.7,-2.34E-07,-1.64E-07,-1.21E-07,-8.36E-08,-5.38E-08,-3.22E-08,-7.48E-09,-2525.863581,-578.4455577,-328.5932095,-154.056622,-41.5129917,22.65117116,58.40466337
10,4.8,-2.16E-07,-1.60E-07,-1.21E-07,-8.46E-08,-5.52E-08,-3.36E-08,-8.21E-09,-1974.40293,-562.9317289,-332.8362031,-163.7469567,-50.70588219,16.00040627,56.70230037
10,4.9,-1.97E-07,-1.55E-07,-1.19E-07,-8.52E-08,-5.65E-08,-3.50E-08,-8.97E-09,-1395.368945,-544.2022599,-335.7075049,-173.1106702,-60.11291146,8.915770299,54.61183499
10,5,-1.76E-07,-1.49E-07,-1.17E-07,-8.54E-08,-5.77E-08,-3.63E-08,-9.74E-09,-791.134678,-522.255109,-337.1415984,-182.0798316,-69.68496694,1.424194295,52.13054959
10,5.1,-1.53E-07,-1.43E-07,-1.15E-07,-8.54E-08,-5.86E-08,-3.76E-08,-1.05E-08,-164.2505468,-497.1063073,-337.07979,-190.5872781,-79.37080684,-6.444293107,49.25803854
10,5.2,-1.29E-07,-1.35E-07,-1.12E-07,-8.49E-08,-5.94E-08,-3.87E-08,-1.13E-08,482.5684482,-468.7901039,-335.4706523,-198.5670319,-89.11734544,-14.65671013,45.99624306
10,5.3,-1.03E-07,-1.27E-07,-1.09E-07,-8.41E-08,-6.00E-08,-3.98E-08,-1.21E-08,1146.456529,-437.3590044,-332.2704258,-205.9547124,-98.86995122,-23.17728504,42.34947215
10,5.4,-7.67E-08,-1.18E-07,-1.05E-07,-8.30E-08,-6.03E-08,-4.08E-08,-1.29E-08,1824.411405,-402.8837362,-327.4433936,-212.6879428,-108.5727512,-31.96763169,38.32441181
10,5.5,-4.89E-08,-1.08E-07,-9.98E-08,-8.14E-08,-6.04E-08,-4.16E-08,-1.37E-08,2513.309693,-365.4530818,-320.9622013,-218.7067489,-118.1689487,-40.98694462,33.93011925
10,5.6,-2.01E-08,-9.74E-08,-9.46E-08,-7.95E-08,-6.03E-08,-4.23E-08,-1.45E-08,3209.923734,-325.173608,-312.8081201,-223.9539408,-127.6011491,-50.19221193,29.17800165
10,5.7,9.53E-09,-8.60E-08,-8.88E-08,-7.72E-08,-5.99E-08,-4.29E-08,-1.53E-08,3910.936268,-282.1693262,-302.9712948,-228.3754883,-136.811684,-59.53843394,24.0817854
10,5.8,4.00E-08,-7.39E-08,-8.24E-08,-7.45E-08,-5.93E-08,-4.33E-08,-1.60E-08,4612.959255,-236.5812358,-291.4509204,-231.9208774,-145.742944,-68.978859,18.6574695
10,5.9,7.10E-08,-6.12E-08,-7.55E-08,-7.14E-08,-5.85E-08,-4.36E-08,-1.68E-08,5312.550424,-188.5667769,-278.2553756,-234.5434487,-154.337712,-78.46522993,12.92326628
10,6,1.03E-07,-4.78E-08,-6.81E-08,-6.79E-08,-5.74E-08,-4.38E-08,-1.75E-08,6006.230792,-138.299184,-263.4023097,-236.2007194,-162.5394963,-87.94803969,6.899529891
10,6.1,1.35E-07,-3.39E-08,-6.02E-08,-6.41E-08,-5.60E-08,-4.37E-08,-1.82E-08,6690.503965,-85.96676714,-246.9186682,-236.8546741,-170.2928586,-97.37679666,0.608670388
10,6.2,1.67E-07,-1.94E-08,-5.18E-08,-5.98E-08,-5.44E-08,-4.36E-08,-1.88E-08,7361.87127,-31.77207445,-228.840686,-236.4720506,-177.5437434,-106.7002945,-5.924940959
10,6.3,1.99E-07,-4.55E-09,-4.30E-08,-5.53E-08,-5.25E-08,-4.32E-08,-1.94E-08,8016.852392,24.06899695,-209.2138099,-235.0245864,-184.2397988,-115.8668898,-12.67508003
10,6.4,2.31E-07,1.07E-08,-3.38E-08,-5.03E-08,-5.03E-08,-4.27E-08,-2.00E-08,8652.001955,81.32817217,-188.092579,-232.4892414,-190.3306894,-124.8247837,-19.61378896
10,6.5,2.63E-07,2.64E-08,-2.42E-08,-4.51E-08,-4.79E-08,-4.20E-08,-2.05E-08,9263.927281,139.7658577,-165.5404537,-228.8483967,-195.7684014,-133.5223062,-26.71150539
10,6.6,2.95E-07,4.23E-08,-1.43E-08,-3.95E-08,-4.53E-08,-4.11E-08,-2.10E-08,9849.306113,199.1322387,-141.629595,-224.0900174,-200.5075315,-141.9081991,-33.93720236
10,6.7,3.26E-07,5.84E-08,-4.03E-09,-3.36E-08,-4.24E-08,-4.00E-08,-2.14E-08,10404.90304,259.1684889,-116.4405915,-218.2077996,-204.5055744,-149.9319028,-41.25853531
10,6.8,3.56E-07,7.47E-08,6.48E-09,-2.74E-08,-3.92E-08,-3.88E-08,-2.18E-08,10927.58638,319.6079748,-90.0621407,-211.201271,-207.7231844,-157.5438368,-48.64199917
10,6.9,3.85E-07,9.10E-08,1.72E-08,-2.10E-08,-3.58E-08,-3.73E-08,-2.21E-08,11414.34425,380.1775474,-62.59068478,-203.0758687,-210.1244276,-164.6956797,-56.05309206
10,7,4.14E-07,1.07E-07,2.81E-08,-1.43E-08,-3.22E-08,-3.57E-08,-2.23E-08,11862.29993,440.5988673,-34.12999969,-193.8429837,-211.6770163,-171.3406433,-63.45648588
10,7.1,4.41E-07,1.24E-07,3.92E-08,-7.46E-09,-2.84E-08,-3.39E-08,-2.24E-08,12268.72667,500.5897613,-4.790742681,-183.5199725,-212.352524,-177.43374,-70.81620266
10,7.2,4.67E-07,1.40E-07,5.03E-08,-3.89E-10,-2.44E-08,-3.20E-08,-2.25E-08,12631.06174,559.865609,25.31003968,-172.1301356,-212.1265812,-182.9320424,-78.09579583
10,7.3,4.92E-07,1.55E-07,6.15E-08,6.84E-09,-2.02E-08,-2.98E-08,-2.25E-08,12946.91979,618.1407504,56.04944124,-159.7026652,-210.9790502,-187.7949333,-85.25853537
10,7.4,5.15E-07,1.71E-07,7.26E-08,1.42E-08,-1.58E-08,-2.76E-08,-2.24E-08,13214.10524,675.1299081,87.29926092,-146.2725593,-208.8941789,-191.9843457,-92.26759595
10,7.5,5.36E-07,1.86E-07,8.38E-08,2.17E-08,-1.13E-08,-2.51E-08,-2.23E-08,13430.62396,730.5496148,118.9265991,-131.8805053,-205.8607312,-195.4649897,-99.086247
10,7.6,5.56E-07,2.01E-07,9.48E-08,2.92E-08,-6.57E-09,-2.25E-08,-2.21E-08,13594.6939,784.1196398,150.7944826,-116.572732,-201.8720949,-198.2045671,-105.6780438
10,7.7,5.74E-07,2.15E-07,1.06E-07,3.68E-08,-1.76E-09,-1.98E-08,-2.17E-08,13704.75483,835.5644081,182.7625147,-100.4008308,-196.9263656,-200.1739711,-112.0070186
10,7.8,5.89E-07,2.29E-07,1.16E-07,4.44E-08,3.16E-09,-1.69E-08,-2.13E-08,13759.47713,884.6144028,214.6875474,-83.42154823,-191.0264057,-201.3474707,-118.0378707
10,7.9,6.03E-07,2.41E-07,1.27E-07,5.19E-08,8.17E-09,-1.39E-08,-2.08E-08,13757.76945,931.0075455,246.4243717,-65.69655023,-184.1798795,-201.7028789,-123.7361545
10,8,6.14E-07,2.54E-07,1.37E-07,5.94E-08,1.32E-08,-1.08E-08,-2.03E-08,13698.78545,974.4905469,277.8264222,-47.29215882,-176.3992631,-201.2217027,-129.0684648
10,8.1,6.23E-07,2.65E-07,1.46E-07,6.68E-08,1.84E-08,-7.54E-09,-1.96E-08,13581.92941,1014.820221,308.7464932,-28.27906382,-167.7018293,-199.8892758,-134.0026179
10,8.2,6.29E-07,2.76E-07,1.56E-07,7.41E-08,2.35E-08,-4.23E-09,-1.89E-08,13406.8608,1051.764756,339.0374615,-8.732010348,-158.1096082,-197.6948719,-138.5078277
10,8.3,6.33E-07,2.85E-07,1.64E-07,8.12E-08,2.87E-08,-8.35E-10,-1.80E-08,13173.4977,1085.104936,368.5530125,11.27053596,-147.6493225,-194.6317986,-142.5548765
10,8.4,6.35E-07,2.94E-07,1.73E-07,8.82E-08,3.38E-08,2.63E-09,-1.71E-08,12882.01923,1114.635309,397.1483663,31.64674422,-136.3522996,-190.6974715,-146.1162782
10,8.5,6.34E-07,3.01E-07,1.81E-07,9.49E-08,3.89E-08,6.14E-09,-1.61E-08,12532.86675,1140.16529,424.680999,52.3117922,-124.2543586,-185.8934676,-149.1664351
10,8.6,6.30E-07,3.08E-07,1.88E-07,1.01E-07,4.40E-08,9.70E-09,-1.51E-08,12126.74404,1161.520202,451.0113565,73.17825681,-111.3956758,-180.2255583,-151.681785
10,8.7,6.24E-07,3.13E-07,1.94E-07,1.07E-07,4.89E-08,1.33E-08,-1.39E-08,11664.61631,1178.542242,476.0035567,94.15651923,-97.82062648,-173.7037213,-153.6409401
10,8.8,6.15E-07,3.17E-07,2.00E-07,1.13E-07,5.38E-08,1.69E-08,-1.27E-08,11147.7082,1191.091375,499.5260767,115.1551825,-83.57760589,-166.3421321,-155.0248154
10,8.9,6.04E-07,3.20E-07,2.05E-07,1.19E-07,5.85E-08,2.05E-08,-1.15E-08,10577.50055,1199.046144,521.4524215,136.0814992,-68.7188293,-158.1591338,-155.8167469
10,9,5.89E-07,3.22E-07,2.10E-07,1.24E-07,6.30E-08,2.40E-08,-1.01E-08,9955.726178,1202.3044,541.6617706,156.8418077,-53.30011264,-149.1771873,-156.0025982
10,9.1,5.73E-07,3.22E-07,2.14E-07,1.29E-07,6.74E-08,2.76E-08,-8.73E-09,9284.364546,1200.783936,560.0396003,177.341974,-37.38063473,-139.4228001,-155.5708559
10,9.2,5.54E-07,3.21E-07,2.17E-07,1.33E-07,7.16E-08,3.11E-08,-7.28E-09,8565.63536,1194.423047,576.4782773,197.487837,-21.02268218,-128.9264356,-154.5127119
10,9.3,5.32E-07,3.19E-07,2.19E-07,1.37E-07,7.56E-08,3.45E-08,-5.78E-09,7801.99112,1183.180977,590.8776223,217.1856563,-4.291378462,-117.7224027,-152.8221335
10,9.4,5.08E-07,3.16E-07,2.20E-07,1.40E-07,7.94E-08,3.78E-08,-4.24E-09,6996.108649,1167.038288,603.1454399,236.3425578,12.74560156,-105.8487261,-150.4959209
10,9.5,4.81E-07,3.11E-07,2.20E-07,1.43E-07,8.29E-08,4.11E-08,-2.66E-09,6150.87961,1145.997124,613.1980122,254.8669781,30.01833036,-93.34699837,-147.5337498
10,9.6,4.52E-07,3.05E-07,2.20E-07,1.45E-07,8.61E-08,4.42E-08,-1.04E-09,5269.400046,1120.081378,620.9605555,272.6691027,47.45493807,-80.26221467,-143.9382022
10,9.7,4.21E-07,2.98E-07,2.18E-07,1.47E-07,8.90E-08,4.72E-08,6.03E-10,4354.958962,1089.336763,626.3676357,289.6612979,64.98193308,-66.64258995,-139.7147821
10,9.8,3.88E-07,2.89E-07,2.16E-07,1.48E-07,9.17E-08,5.01E-08,2.27E-09,3411.025991,1053.830784,629.3635423,305.7585338,82.52453123,-52.53936062,-134.8719175
10,9.9,3.53E-07,2.79E-07,2.13E-07,1.49E-07,9.40E-08,5.28E-08,3.94E-09,2441.238174,1013.652609,629.9026195,320.8787958,100.0069922,-38.00657114,-129.4209494
10,10,3.16E-07,2.68E-07,2.09E-07,1.49E-07,9.60E-08,5.53E-08,5.63E-09,1449.385889,968.9128454,627.9495511,334.9434841,117.3529615,-23.10084647,-123.3761054
10,10.1,2.78E-07,2.56E-07,2.04E-07,1.48E-07,9.76E-08,5.77E-08,7.31E-09,439.3979741,919.7432155,623.4796006,347.8777984,134.485816,-7.881151702,-116.7544609
10,10.2,2.37E-07,2.43E-07,1.99E-07,1.47E-07,9.89E-08,5.99E-08,8.99E-09,-584.6739007,866.2961413,616.4788038,359.6111063,151.3290128,7.591460178,-109.5758856
10,10.3,1.96E-07,2.28E-07,1.92E-07,1.45E-07,9.97E-08,6.18E-08,1.07E-08,-1618.671585,808.7442314,606.9441136,370.0772945,167.806438,23.25411116,-101.8629778
10,10.4,1.53E-07,2.12E-07,1.85E-07,1.43E-07,1.00E-07,6.36E-08,1.23E-08,-2658.347445,747.2796775,594.8834969,379.2151001,183.8427551,39.04237054,-93.6409841
10,10.5,1.09E-07,1.96E-07,1.76E-07,1.40E-07,1.00E-07,6.51E-08,1.39E-08,-3699.381969,682.1135619,580.3159827,386.9684224,199.3637512,54.89053538,-84.93770797
10,10.6,6.40E-08,1.78E-07,1.67E-07,1.37E-07,1.00E-07,6.64E-08,1.55E-08,-4737.401899,613.4750787,563.271662,393.2866113,214.2966799,70.73191803,-75.78340483
10,10.7,1.83E-08,1.59E-07,1.58E-07,1.33E-07,9.95E-08,6.75E-08,1.70E-08,-5767.998845,541.6106709,543.7916386,398.1247346,228.5705979,86.49913918,-66.21066585
10,10.8,-2.80E-08,1.40E-07,1.47E-07,1.28E-07,9.84E-08,6.83E-08,1.85E-08,-6786.748291,466.7830889,521.9279323,401.4438196,242.1166959,102.1244254,-56.25429034
10,10.9,-7.46E-08,1.20E-07,1.36E-07,1.23E-07,9.70E-08,6.88E-08,2.00E-08,-7789.228929,389.2703721,497.7433341,403.2110705,254.8686211,117.5399094,-45.95114737
10,11,-1.21E-07,9.91E-08,1.24E-07,1.17E-07,9.51E-08,6.91E-08,2.14E-08,-8771.042245,309.3647594,471.3112142,403.4000599,266.7627902,132.6779327,-35.3400273
10,11.1,-1.68E-07,7.76E-08,1.11E-07,1.11E-07,9.29E-08,6.91E-08,2.27E-08,-9727.832264,227.3715316,442.715284,401.9908937,277.738692,147.4713481,-24.46148384
10,11.2,-2.15E-07,5.56E-08,9.84E-08,1.04E-07,9.03E-08,6.88E-08,2.39E-08,-10655.30538,143.6077915,412.0493127,398.9703479,287.7391773,161.8538212,-13.35766737
10,11.3,-2.61E-07,3.32E-08,8.48E-08,9.72E-08,8.73E-08,6.83E-08,2.51E-08,-11549.25015,58.40118535,379.4167995,394.3319791,296.7107366,175.7601304,-2.072150229
10,11.4,-3.07E-07,1.04E-08,7.08E-08,8.95E-08,8.39E-08,6.75E-08,2.61E-08,-12405.55705,-27.91142826,344.9306039,388.0762053,304.6037624,189.126463,9.350255223
10,11.5,-3.52E-07,-1.27E-08,5.63E-08,8.14E-08,8.01E-08,6.64E-08,2.71E-08,-13220.23794,-114.9853572,308.7125335,380.2103589,311.3727972,201.8907066,20.86368504
10,11.6,-3.95E-07,-3.59E-08,4.15E-08,7.29E-08,7.60E-08,6.51E-08,2.80E-08,-13989.4453,-202.4694968,270.8928924,370.7487104,316.9767636,213.9927345,32.42141771
10,11.7,-4.38E-07,-5.92E-08,2.63E-08,6.40E-08,7.16E-08,6.35E-08,2.88E-08,-14709.49102,-290.0077879,231.6099922,359.7124637,321.3791784,225.3746843,43.976073
10,11.8,-4.79E-07,-8.25E-08,1.09E-08,5.48E-08,6.68E-08,6.16E-08,2.95E-08,-15376.86478,-377.2407047,191.0096252,347.1297211,324.5483471,235.9812278,55.4798147
10,11.9,-5.19E-07,-1.06E-07,-4.70E-09,4.53E-08,6.18E-08,5.95E-08,3.00E-08,-15988.25171,-463.8067679,149.244505,333.0354209,326.45754,245.7598315,66.88455648
10,12,-5.57E-07,-1.29E-07,-2.04E-08,3.55E-08,5.64E-08,5.71E-08,3.05E-08,-16540.54943,-549.3440769,106.4736732,317.4712444,327.0851479,254.6610064,78.14216986
10,12.1,-5.94E-07,-1.51E-07,-3.62E-08,2.55E-08,5.08E-08,5.44E-08,3.08E-08,-17030.88428,-633.4918539,62.86187742,300.4854955,326.414817,262.6385467,89.20469349
10,12.2,-6.28E-07,-1.74E-07,-5.20E-08,1.53E-08,4.49E-08,5.15E-08,3.11E-08,-17456.62666,-715.891994,18.57892023,282.132951,324.4355625,269.6497549,100.0245428
10,12.3,-6.60E-07,-1.95E-07,-6.77E-08,4.89E-09,3.87E-08,4.84E-08,3.12E-08,-17815.40533,-796.190616,-26.2010164,262.4746834,321.1418607,275.6556541,110.5547194
10,12.4,-6.89E-07,-2.17E-07,-8.33E-08,-5.59E-09,3.24E-08,4.51E-08,3.12E-08,-18105.12069,-874.039606,-71.30007026,241.577856,316.5337176,280.6211848,120.7490184
10,12.5,-7.16E-07,-2.37E-07,-9.87E-08,-1.61E-08,2.59E-08,4.15E-08,3.10E-08,-18323.95684,-949.0981477,-116.5374183,219.515491,310.6167157,284.5153872,130.5622342
10,12.6,-7.40E-07,-2.57E-07,-1.14E-07,-2.67E-08,1.92E-08,3.78E-08,3.07E-08,-18470.39243,-1021.034234,-161.7300136,196.3662113,303.4020367,287.3115664,139.9503631
10,12.7,-7.62E-07,-2.76E-07,-1.29E-07,-3.73E-08,1.24E-08,3.39E-08,3.04E-08,-18543.21014,-1089.526152,-206.6933379,172.2139575,294.9064615,288.9874407,148.8708009
10,12.8,-7.81E-07,-2.94E-07,-1.43E-07,-4.78E-08,5.43E-09,2.98E-08,2.98E-08,-18541.5048,-1154.263935,-251.2421657,147.1476787,285.1523454,289.5252723,157.2825371
10,12.9,-7.96E-07,-3.11E-07,-1.57E-07,-5.82E-08,-1.59E-09,2.55E-08,2.92E-08,-18464.69002,-1214.950778,-295.1913384,121.2610019,274.1675705,288.9119794,165.1463423
10,13,-8.09E-07,-3.27E-07,-1.71E-07,-6.85E-08,-8.66E-09,2.11E-08,2.84E-08,-18312.50333,-1271.304403,-338.356544,94.65187639,261.9854739,287.1392288,172.4249493
10,13.1,-8.18E-07,-3.41E-07,-1.84E-07,-7.86E-08,-1.58E-08,1.66E-08,2.76E-08,-18085.00974,-1323.058382,-380.5551005,67.42219871,248.6447518,284.2035101,179.0832274
10,13.2,-8.25E-07,-3.55E-07,-1.96E-07,-8.85E-08,-2.29E-08,1.20E-08,2.66E-08,-17782.60375,-1369.963391,-421.6067399,39.6774162,234.1893401,280.1061885,185.088348
10,13.3,-8.28E-07,-3.67E-07,-2.07E-07,-9.81E-08,-2.99E-08,7.29E-09,2.54E-08,-17406.00967,-1411.788409,-461.3343884,11.52611226,218.6682724,274.8535377,190.4099421
