P (s),time (s),Stim_Mech,Obs1_Mech,Obs2_Mech,Obs3_Mech,Obs4_Mech,Obs5_Mech,Obs6_Mech,Stim_Hyd,Obs1_Hyd,Obs2_Hyd,Obs3_Hyd,Obs4_Hyd,Obs5_Hyd,Obs6_Hyd
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.1,-1.38E-10,-4.01E-12,-8.22E-13,-3.40E-13,-1.92E-13,-1.16E-13,-5.33E-14,-11.33966634,0.064884508,0.024033944,0.008988597,0.004340649,0.002296854,0.001089698
10,0.2,-6.65E-10,-4.32E-11,-1.11E-11,-4.14E-12,-2.17E-12,-1.31E-12,-6.14E-13,-47.33218882,0.274602428,0.166553783,0.073272376,0.034990237,0.018171901,0.008430793
10,0.3,-1.66E-09,-1.57E-10,-4.71E-11,-1.78E-11,-8.94E-12,-5.29E-12,-2.50E-12,-108.6129238,0.507661959,0.464217931,0.236421325,0.11767175,0.060982701,0.02763516
10,0.4,-3.17E-09,-3.79E-10,-1.26E-10,-4.93E-11,-2.44E-11,-1.42E-11,-6.70E-12,-194.9677313,0.622551164,0.904393541,0.520608724,0.272890798,0.1434925,0.063941874
10,0.5,-5.21E-09,-7.35E-10,-2.63E-10,-1.07E-10,-5.30E-11,-3.05E-11,-1.43E-11,-305.8116575,0.48923681,1.458814579,0.935803611,0.516122041,0.277272248,0.122393847
10,0.6,-7.80E-09,-1.25E-09,-4.75E-10,-2.00E-10,-9.93E-11,-5.67E-11,-2.64E-11,-440.2512783,-0.006662716,2.089715253,1.481720816,0.857517132,0.472138858,0.207760427
10,0.7,-1.09E-08,-1.94E-09,-7.74E-10,-3.36E-10,-1.68E-10,-9.57E-11,-4.42E-11,-597.1317696,-0.963145722,2.754894418,2.15054968,1.302398375,0.735844331,0.324430295
10,0.8,-1.46E-08,-2.81E-09,-1.17E-09,-5.24E-10,-2.64E-10,-1.50E-10,-6.90E-11,-775.0797451,-2.462871477,3.411259939,2.929517099,1.852105613,1.074017067,0.476306964
10,0.9,-1.88E-08,-3.89E-09,-1.68E-09,-7.69E-10,-3.93E-10,-2.23E-10,-1.02E-10,-972.5379993,-4.576275338,4.01640028,3.802909412,2.505112563,1.490486093,0.66679459
10,1,-2.36E-08,-5.17E-09,-2.30E-09,-1.08E-09,-5.57E-10,-3.18E-10,-1.44E-10,-1187.764681,-7.358834174,4.529595091,4.752207356,3.256750963,1.986895114,0.898594718
10,1.1,-2.88E-08,-6.67E-09,-3.05E-09,-1.46E-09,-7.62E-10,-4.36E-10,-1.97E-10,-1418.863584,-10.85344688,4.912230181,5.757174965,4.100032431,2.563090464,1.173737727
10,1.2,-3.44E-08,-8.37E-09,-3.92E-09,-1.91E-09,-1.01E-09,-5.81E-10,-2.61E-10,-1663.800432,-15.09202409,5.128256853,6.796739067,5.026290544,3.217423245,1.493589735
10,1.3,-4.05E-08,-1.03E-08,-4.92E-09,-2.45E-09,-1.30E-09,-7.54E-10,-3.39E-10,-1920.421791,-20.09580513,5.144305944,7.849198603,6.025348975,3.946848966,1.858861414
10,1.4,-4.69E-08,-1.24E-08,-6.06E-09,-3.06E-09,-1.65E-09,-9.58E-10,-4.30E-10,-2186.46952,-25.87563365,4.929870632,8.892498057,7.085724693,4.747034748,2.269613032
10,1.5,-5.37E-08,-1.47E-08,-7.32E-09,-3.76E-09,-2.05E-09,-1.19E-09,-5.35E-10,-2459.592538,-32.43206245,4.457519407,9.904463427,8.194792987,5.612443175,2.725259882
10,1.6,-6.07E-08,-1.72E-08,-8.72E-09,-4.54E-09,-2.49E-09,-1.46E-09,-6.56E-10,-2737.367073,-39.75568253,3.703108174,10.86308383,9.338990838,6.536439581,3.224584941
10,1.7,-6.80E-08,-1.99E-08,-1.02E-08,-5.40E-09,-3.00E-09,-1.77E-09,-7.93E-10,-3017.315009,-47.8275686,2.645936671,11.74677688,10.50401982,7.511406893,3.765758925
10,1.8,-7.54E-08,-2.27E-08,-1.19E-08,-6.35E-09,-3.55E-09,-2.11E-09,-9.46E-10,-3296.916977,-56.61974097,1.268847377,12.53461937,11.67503872,8.528863409,4.346366453
10,1.9,-8.29E-08,-2.57E-08,-1.36E-08,-7.38E-09,-4.17E-09,-2.49E-09,-1.12E-09,-3573.630476,-66.09561547,-0.441709664,13.20654023,12.83683649,9.579576031,4.963436105
10,2,-9.05E-08,-2.88E-08,-1.55E-08,-8.48E-09,-4.83E-09,-2.90E-09,-1.30E-09,-3844.909076,-76.21046297,-2.495632021,13.74349045,13.97399058,10.65366901,5.613473275
10,2.1,-9.81E-08,-3.21E-08,-1.75E-08,-9.66E-09,-5.55E-09,-3.35E-09,-1.51E-09,-4108.216327,-86.9118795,-4.899139367,14.12759877,15.07101629,11.74072954,6.292495394
10,2.2,-1.06E-07,-3.54E-08,-1.95E-08,-1.09E-08,-6.32E-09,-3.84E-09,-1.73E-09,-4361.041893,-98.14028291,-7.654768213,14.34231477,16.11251037,12.82991192,6.996069454
10,2.3,-1.13E-07,-3.88E-08,-2.16E-08,-1.22E-08,-7.14E-09,-4.36E-09,-1.97E-09,-4600.920372,-109.8294451,-10.76138835,14.37253861,17.08328865,13.91004074,7.719351762
10,2.4,-1.20E-07,-4.22E-08,-2.38E-08,-1.36E-08,-8.00E-09,-4.91E-09,-2.23E-09,-4825.445838,-121.9070466,-14.21424278,14.20473636,17.96851716,14.96971286,8.457129754
10,2.5,-1.27E-07,-4.56E-08,-2.61E-08,-1.50E-08,-8.90E-09,-5.49E-09,-2.50E-09,-5032.286046,-134.2952489,-18.00500941,13.82704089,18.75383594,15.99739742,9.203865573
10,2.6,-1.34E-07,-4.91E-08,-2.84E-08,-1.65E-08,-9.85E-09,-6.11E-09,-2.79E-09,-5219.199521,-146.9112922,-22.12188208,13.2293388,19.42547594,16.9815337,9.953741073
10,2.7,-1.40E-07,-5.25E-08,-3.07E-08,-1.80E-08,-1.08E-08,-6.75E-09,-3.09E-09,-5384.049823,-159.6681115,-26.54967136,12.40334422,19.97036867,17.91062653,10.70070398
10,2.8,-1.46E-07,-5.58E-08,-3.30E-08,-1.95E-08,-1.18E-08,-7.41E-09,-3.41E-09,-5524.817773,-172.4749652,-31.26992473,11.34265947,20.3762489,18.773339,11.43851493
10,2.9,-1.51E-07,-5.91E-08,-3.53E-08,-2.11E-08,-1.29E-08,-8.10E-09,-3.74E-09,-5639.615869,-185.2380799,-36.26106438,10.04282261,20.6317502,19.55858241,12.1607952
10,3,-1.56E-07,-6.23E-08,-3.75E-08,-2.26E-08,-1.39E-08,-8.81E-09,-4.08E-09,-5726.701252,-197.861309,-41.49854216,8.501341872,20.7264929,20.25560301,12.86107479
10,3.1,-1.60E-07,-6.53E-08,-3.98E-08,-2.42E-08,-1.50E-08,-9.53E-09,-4.43E-09,-5784.485789,-210.2467966,-46.95501179,6.717717357,20.65116442,20.85406522,13.5328407
10,3.2,-1.63E-07,-6.81E-08,-4.19E-08,-2.57E-08,-1.60E-08,-1.03E-08,-4.79E-09,-5811.547204,-222.2956463,-52.6005163,4.693449731,20.39759172,21.34413113,14.16958513
10,3.3,-1.66E-07,-7.08E-08,-4.40E-08,-2.73E-08,-1.71E-08,-1.10E-08,-5.15E-09,-5806.639732,-233.908595,-58.40268952,2.432036291,19.9588057,21.71653582,14.76485324
10,3.4,-1.68E-07,-7.33E-08,-4.60E-08,-2.87E-08,-1.81E-08,-1.17E-08,-5.53E-09,-5768.701798,-244.9866837,-64.32697129,-0.061045293,19.32909726,21.96265835,15.31229039
10,3.5,-1.69E-07,-7.55E-08,-4.79E-08,-3.02E-08,-1.92E-08,-1.25E-08,-5.90E-09,-5696.863498,-255.4319238,-70.33683495,-2.77836545,18.50406509,22.07458804,15.80568849
10,3.6,-1.69E-07,-7.74E-08,-4.96E-08,-3.16E-08,-2.02E-08,-1.32E-08,-6.28E-09,-5590.454154,-265.1479564,-76.39402544,-5.710583137,17.48065491,22.04518581,16.2390313
10,3.7,-1.69E-07,-7.91E-08,-5.13E-08,-3.29E-08,-2.12E-08,-1.39E-08,-6.65E-09,-5449.007212,-274.0407017,-82.45880705,-8.846497777,16.25719009,21.8681404,16.60653836
10,3.8,-1.67E-07,-8.04E-08,-5.27E-08,-3.41E-08,-2.21E-08,-1.46E-08,-7.02E-09,-5272.263987,-282.0189927,-88.49021986,-12.17311234,14.83339368,21.53801913,16.9027074
10,3.9,-1.65E-07,-8.14E-08,-5.40E-08,-3.52E-08,-2.30E-08,-1.53E-08,-7.39E-09,-5060.177535,-288.9951923,-94.44634293,-15.67570726,13.21040173,21.05031301,17.12235503
10,4,-1.62E-07,-8.21E-08,-5.51E-08,-3.63E-08,-2.39E-08,-1.60E-08,-7.75E-09,-4812.914467,-294.8857908,-100.2845629,-19.33792462,11.39076791,20.40147617,17.26065538
10,4.1,-1.57E-07,-8.24E-08,-5.59E-08,-3.72E-08,-2.47E-08,-1.66E-08,-8.09E-09,-4530.854983,-299.6119799,-105.9618471,-23.14186207,9.378459614,19.58895923,17.31317661
10,4.2,-1.52E-07,-8.24E-08,-5.66E-08,-3.80E-08,-2.54E-08,-1.72E-08,-8.43E-09,-4214.592824,-303.1001993,-111.435019,-27.068176,7.178845434,18.61123663,17.27591514
10,4.3,-1.46E-07,-8.19E-08,-5.70E-08,-3.87E-08,-2.61E-08,-1.78E-08,-8.75E-09,-3864.93376,-305.2826557,-116.6610354,-31.09619337,4.7986743,17.46782778,17.14532721
10,4.4,-1.39E-07,-8.10E-08,-5.72E-08,-3.93E-08,-2.67E-08,-1.83E-08,-9.06E-09,-3482.892088,-306.0978102,-121.5972627,-35.20403146,2.246046346,16.15931199,16.91835789
10,4.5,-1.31E-07,-7.98E-08,-5.72E-08,-3.97E-08,-2.72E-08,-1.87E-08,-9.35E-09,-3069.686693,-305.4908302,-126.2017523,-39.36872498,-0.469624262,14.68733701,16.59246716
10,4.6,-1.22E-07,-7.81E-08,-5.68E-08,-3.99E-08,-2.76E-08,-1.91E-08,-9.61E-09,-2626.736166,-303.4140054,-130.4335124,-43.56635979,-3.337654293,13.05462136,16.1656531
10,4.7,-1.13E-07,-7.59E-08,-5.62E-08,-4.00E-08,-2.79E-08,-1.95E-08,-9.85E-09,-2155.652017,-299.8271264,-134.252775,-47.77221256,-6.346143965,11.2649503,15.63647197
10,4.8,-1.02E-07,-7.34E-08,-5.54E-08,-3.99E-08,-2.81E-08,-1.98E-08,-1.01E-08,-1658.23115,-294.6978206,-137.6212578,-51.9608954,-9.482036688,9.323165558,15.00405508
10,4.9,-9.04E-08,-7.04E-08,-5.43E-08,-3.96E-08,-2.82E-08,-2.00E-08,-1.03E-08,-1136.447744,-288.0018462,-140.5024176,-56.10650498,-12.73118568,7.235148925,14.26812245
10,5,-7.82E-08,-6.70E-08,-5.28E-08,-3.92E-08,-2.82E-08,-2.01E-08,-1.04E-08,-592.4435593,-279.7233434,-142.8616958,-60.18277508,-16.07842712,5.007799707,13.42899311
10,5.1,-6.51E-08,-6.32E-08,-5.11E-08,-3.86E-08,-2.81E-08,-2.02E-08,-1.05E-08,-28.51730411,-269.8550382,-144.6667535,-64.16323188,-19.50765938,2.649006302,12.487592
10,5.2,-5.14E-08,-5.90E-08,-4.91E-08,-3.78E-08,-2.78E-08,-2.02E-08,-1.06E-08,552.8863594,-258.398401,-145.8876952,-68.02135108,-23.00192794,0.167611976,11.44545345
10,5.3,-3.70E-08,-5.44E-08,-4.69E-08,-3.68E-08,-2.74E-08,-2.01E-08,-1.07E-08,1149.18896,-245.363757,-146.4972799,-71.73071603,-26.54351553,-2.426624946,10.3047213
10,5.4,-2.20E-08,-4.93E-08,-4.43E-08,-3.56E-08,-2.70E-08,-2.00E-08,-1.07E-08,1757.691323,-230.7703487,-146.4711191,-75.26517609,-30.11403697,-5.123076241,9.068145428
10,5.5,-6.45E-09,-4.40E-08,-4.15E-08,-3.42E-08,-2.63E-08,-1.97E-08,-1.07E-08,2375.586911,-214.6463495,-145.7878586,-78.59900412,-33.69453828,-7.910294083,7.739075035
10,5.6,9.57E-09,-3.82E-08,-3.84E-08,-3.26E-08,-2.56E-08,-1.94E-08,-1.06E-08,2999.975861,-197.0288286,-144.4293461,-81.70705262,-37.26559935,-10.77606619,6.321448401
10,5.7,2.60E-08,-3.21E-08,-3.51E-08,-3.09E-08,-2.47E-08,-1.90E-08,-1.05E-08,3627.879851,-177.963667,-142.380781,-84.56490732,-40.80743991,-13.70747551,4.819779388
10,5.8,4.28E-08,-2.57E-08,-3.15E-08,-2.90E-08,-2.37E-08,-1.85E-08,-1.04E-08,4256.257115,-157.5054254,-139.6308465,-87.14903763,-44.30002793,-16.6909642,3.239140635
10,5.9,5.98E-08,-1.90E-08,-2.77E-08,-2.69E-08,-2.26E-08,-1.79E-08,-1.02E-08,4882.017743,-135.7171633,-136.1718241,-89.43694293,-47.72319007,-19.71240146,1.585143587
10,6,7.70E-08,-1.20E-08,-2.36E-08,-2.46E-08,-2.14E-08,-1.72E-08,-1.00E-08,5502.039559,-112.670212,-131.9996881,-91.40729413,-51.05672355,-22.75715496,-0.136084571
10,6.1,9.43E-08,-4.75E-09,-1.93E-08,-2.21E-08,-2.00E-08,-1.64E-08,-9.75E-09,6113.184053,-88.44390082,-127.1141808,-93.04006953,-54.28050878,-25.81016541,-1.917926948
10,6.2,1.12E-07,2.70E-09,-1.48E-08,-1.95E-08,-1.85E-08,-1.56E-08,-9.44E-09,6712.312267,-63.12523878,-121.5188679,-94.31668429,-57.37462223,-28.85602397,-3.753305822
10,6.3,1.29E-07,1.03E-08,-1.02E-08,-1.68E-08,-1.69E-08,-1.47E-08,-9.10E-09,7296.300932,-36.80855282,-115.2211729,-95.22011288,-60.3194489,-31.87905204,-5.634714215
10,6.4,1.46E-07,1.81E-08,-5.32E-09,-1.39E-08,-1.52E-08,-1.37E-08,-8.71E-09,7862.058547,-9.595084775,-108.2323906,-95.73500371,-63.09579381,-34.86338295,-7.554250005
10,6.5,1.63E-07,2.60E-08,-3.30E-10,-1.08E-08,-1.34E-08,-1.26E-08,-8.28E-09,8406.541142,18.40745146,-100.5676804,-95.84778538,-65.68499187,-37.79304534,-9.503652415
10,6.6,1.80E-07,3.40E-08,4.78E-09,-7.68E-09,-1.14E-08,-1.14E-08,-7.81E-09,8926.767964,47.08535007,-92.24603778,-95.54676391,-68.06901566,-40.6520475,-11.47434068
10,6.7,1.96E-07,4.21E-08,1.00E-08,-4.41E-09,-9.43E-09,-1.02E-08,-7.30E-09,9419.836949,76.31942836,-83.29024551,-94.82221046,-70.23058036,-43.42446255,-13.45745473
10,6.8,2.12E-07,5.02E-08,1.53E-08,-1.04E-09,-7.33E-09,-8.85E-09,-6.75E-09,9882.939679,105.9855744,-73.72680362,-93.66643904,-72.15324548,-46.09451369,-15.44389764
10,6.9,2.27E-07,5.82E-08,2.07E-08,2.42E-09,-5.15E-09,-7.47E-09,-6.16E-09,10313.37596,135.9553241,-63.5858393,-92.0738736,-73.8215127,-48.64665943,-17.42437967
10,7,2.42E-07,6.62E-08,2.61E-08,5.95E-09,-2.89E-09,-6.03E-09,-5.54E-09,10708.56798,166.0964657,-52.90099662,-90.04110447,-75.22091929,-51.06567797,-19.3894637
10,7.1,2.56E-07,7.41E-08,3.16E-08,9.54E-09,-5.77E-10,-4.54E-09,-4.88E-09,11066.07388,196.273667,-41.70930669,-87.56693342,-76.3381268,-53.33675068,-21.32961175
10,7.2,2.69E-07,8.19E-08,3.70E-08,1.32E-08,1.80E-09,-2.99E-09,-4.20E-09,11383.60057,226.3491244,-30.05103899,-84.65240734,-77.16100425,-55.44554395,-23.2352324
10,7.3,2.81E-07,8.95E-08,4.24E-08,1.68E-08,4.22E-09,-1.40E-09,-3.48E-09,11659.01604,256.1832281,-17.96953451,-81.30084022,-77.67870566,-57.37828911,-25.09672896
10,7.4,2.92E-07,9.69E-08,4.77E-08,2.05E-08,6.67E-09,2.31E-10,-2.74E-09,11890.36093,285.6352422,-5.511021405,-77.51782337,-77.88174127,-59.12186001,-26.90454792
10,7.5,3.03E-07,1.04E-07,5.30E-08,2.42E-08,9.15E-09,1.90E-09,-1.97E-09,12075.85911,314.5639946,7.275585621,-73.31122364,-77.76204228,-60.66384781,-28.64922771
10,7.6,3.12E-07,1.11E-07,5.82E-08,2.78E-08,1.17E-08,3.59E-09,-1.18E-09,12213.92772,342.8285747,20.33890153,-68.69116982,-77.31301852,-61.99263266,-30.32144731
10,7.7,3.20E-07,1.18E-07,6.32E-08,3.14E-08,1.42E-08,5.30E-09,-3.73E-10,12303.18615,370.2890336,33.62530148,-63.67002711,-76.529609,-63.09745176,-31.9120746
10,7.8,3.27E-07,1.24E-07,6.81E-08,3.50E-08,1.67E-08,7.03E-09,4.52E-10,12342.46415,396.8070854,47.07916455,-58.26235981,-75.40832481,-63.96846363,-33.41221409
10,7.9,3.33E-07,1.30E-07,7.28E-08,3.85E-08,1.91E-08,8.76E-09,1.29E-09,12330.80902,422.2468037,60.64312944,-52.48488249,-73.94728435,-64.59680804,-34.81325393
10,8,3.37E-07,1.35E-07,7.73E-08,4.19E-08,2.16E-08,1.05E-08,2.14E-09,12267.49184,446.4753121,74.25836091,-46.35639972,-72.14624054,-64.97466153,-36.1069118
10,8.1,3.41E-07,1.40E-07,8.15E-08,4.52E-08,2.40E-08,1.22E-08,2.99E-09,12152.01268,469.3634633,87.86482546,-39.89773475,-70.00659991,-65.09528795,-37.28527964
10,8.2,3.42E-07,1.44E-07,8.56E-08,4.84E-08,2.64E-08,1.39E-08,3.84E-09,11984.10477,490.7865046,101.401575,-33.1316475,-67.5314335,-64.95308402,-38.34086672
10,8.3,3.43E-07,1.48E-07,8.93E-08,5.15E-08,2.87E-08,1.56E-08,4.70E-09,11763.73769,510.624726,114.8070369,-26.08274213,-64.72547939,-64.54361944,-39.26664116
10,8.4,3.42E-07,1.52E-07,9.28E-08,5.44E-08,3.09E-08,1.73E-08,5.55E-09,11491.11949,528.7640874,128.0193095,-18.77736486,-61.59513696,-63.86367151,-40.05606943
10,8.5,3.40E-07,1.55E-07,9.59E-08,5.71E-08,3.31E-08,1.89E-08,6.39E-09,11166.69768,545.0968224,140.9764604,-11.24349237,-58.14845278,-62.91125392,-40.70315368
10,8.6,3.36E-07,1.57E-07,9.88E-08,5.97E-08,3.51E-08,2.04E-08,7.23E-09,10791.15931,559.5220154,153.6168274,-3.510611368,-54.39509827,-61.68563971,-41.20246684
10,8.7,3.31E-07,1.59E-07,1.01E-07,6.21E-08,3.71E-08,2.20E-08,8.04E-09,10365.42982,571.9461485,165.8793198,4.390410018,-50.34633914,-60.18737807,-41.54918515
10,8.8,3.24E-07,1.60E-07,1.03E-07,6.42E-08,3.90E-08,2.34E-08,8.84E-09,9890.670906,582.2836165,177.7037189,12.42745843,-46.01499685,-58.41830513,-41.73911798
10,8.9,3.16E-07,1.60E-07,1.05E-07,6.62E-08,4.07E-08,2.48E-08,9.62E-09,9368.277345,590.4572071,189.0309752,20.56731841,-41.41540215,-56.38154841,-41.76873488
10,9,3.07E-07,1.60E-07,1.06E-07,6.79E-08,4.23E-08,2.61E-08,1.04E-08,8799.87272,596.3985433,199.8035029,28.77582169,-36.56334108,-54.08152508,-41.63518959
10,9.1,2.96E-07,1.59E-07,1.07E-07,6.94E-08,4.37E-08,2.73E-08,1.11E-08,8187.304131,600.0484865,209.9654681,37.01800199,-31.47599342,-51.52393393,-41.33634099
10,9.2,2.84E-07,1.58E-07,1.08E-07,7.06E-08,4.50E-08,2.85E-08,1.18E-08,7532.635884,601.3574989,219.4630702,45.25825452,-26.17186421,-48.71574111,-40.87077074
10,9.3,2.70E-07,1.56E-07,1.08E-07,7.16E-08,4.62E-08,2.95E-08,1.24E-08,6838.142193,600.2859612,228.2448158,53.46049947,-20.67070835,-45.66515964,-40.2377977
10,9.4,2.55E-07,1.53E-07,1.08E-07,7.23E-08,4.72E-08,3.05E-08,1.30E-08,6106.298882,596.8044464,236.2617819,61.58834857,-14.99344884,-42.3816229,-39.43748883
10,9.5,2.39E-07,1.50E-07,1.07E-07,7.27E-08,4.80E-08,3.13E-08,1.36E-08,5339.774159,590.8939479,243.4678698,69.60527408,-9.162088972,-38.87575199,-38.47066671
10,9.6,2.22E-07,1.46E-07,1.06E-07,7.29E-08,4.86E-08,3.21E-08,1.41E-08,4541.418469,582.5460589,249.8200454,77.47477934,-3.199618846,-35.15931733,-37.33891348
10,9.7,2.04E-07,1.41E-07,1.04E-07,7.28E-08,4.91E-08,3.27E-08,1.46E-08,3714.253469,571.7631047,255.2785674,85.16056996,2.870083263,-31.24519457,-36.04457118
10,9.8,1.85E-07,1.36E-07,1.02E-07,7.23E-08,4.94E-08,3.32E-08,1.50E-08,2861.460149,558.5582257,259.8072008,92.62672504,9.022354316,-27.14731493,-34.59073864
10,9.9,1.64E-07,1.30E-07,9.97E-08,7.16E-08,4.95E-08,3.36E-08,1.54E-08,1986.366176,542.9554112,263.3734156,99.83786748,15.23185416,-22.88061034,-32.98126465
10,10,1.43E-07,1.23E-07,9.68E-08,7.06E-08,4.94E-08,3.38E-08,1.57E-08,1092.432461,524.9894835,265.9485682,106.7593326,21.47267696,-18.46095352,-31.22073764
10,10.1,1.21E-07,1.16E-07,9.35E-08,6.94E-08,4.91E-08,3.40E-08,1.60E-08,183.2390393,504.7060321,267.5080671,113.3573342,27.71846582,-13.9050933,-29.31447189
10,10.2,9.84E-08,1.09E-07,8.98E-08,6.78E-08,4.86E-08,3.40E-08,1.62E-08,-737.5297131,482.1612996,268.03152,119.5991277,33.94253023,-9.230585498,-27.26849011
10,10.3,7.50E-08,1.01E-07,8.56E-08,6.59E-08,4.79E-08,3.38E-08,1.64E-08,-1666.100443,457.4220174,267.5028625,125.453169,40.11796558,-4.455719599,-25.08950281
10,10.4,5.10E-08,9.20E-08,8.11E-08,6.38E-08,4.70E-08,3.36E-08,1.64E-08,-2598.626737,430.565194,265.9104675,130.8892687,46.21777437,0.400558347,-22.78488417
10,10.5,2.65E-08,8.29E-08,7.62E-08,6.14E-08,4.59E-08,3.32E-08,1.65E-08,-3531.205494,401.6778556,263.247236,135.8787408,52.21498847,5.318726342,-20.36264482
10,10.6,1.66E-09,7.34E-08,7.10E-08,5.87E-08,4.46E-08,3.26E-08,1.64E-08,-4459.893714,370.8567406,259.5106663,140.3945458,58.08279196,10.27877015,-17.83140146
10,10.7,-2.35E-08,6.35E-08,6.54E-08,5.57E-08,4.32E-08,3.20E-08,1.63E-08,-5380.725622,338.2079487,254.7029045,144.4114266,63.79464387,15.26026974,-15.20034348
10,10.8,-4.88E-08,5.32E-08,5.95E-08,5.25E-08,4.15E-08,3.12E-08,1.61E-08,-6289.730056,303.8465466,248.8307728,147.9060367,69.32440035,20.24248811,-12.4791968
10,10.9,-7.42E-08,4.26E-08,5.33E-08,4.91E-08,3.97E-08,3.03E-08,1.59E-08,-7182.948048,267.8961321,241.9057786,150.8570617,74.64643574,25.20446204,-9.678184988
10,11,-9.95E-08,3.17E-08,4.68E-08,4.54E-08,3.77E-08,2.92E-08,1.56E-08,-8056.45052,230.4883575,233.9441018,153.2453309,79.7357619,30.12509437,-6.807987879
10,11.1,-1.25E-07,2.05E-08,4.01E-08,4.15E-08,3.56E-08,2.80E-08,1.52E-08,-8906.35602,191.7624154,224.9665615,155.0539209,84.56814538,34.98324743,-3.879697898
10,11.2,-1.50E-07,9.22E-09,3.31E-08,3.74E-08,3.32E-08,2.67E-08,1.48E-08,-9728.848408,151.8644877,214.9985627,156.2682493,89.12022178,39.75783719,-0.904774205
10,11.3,-1.74E-07,-2.26E-09,2.60E-08,3.31E-08,3.07E-08,2.53E-08,1.43E-08,-10520.19442,110.9471621,204.0700213,156.8761587,93.36960686,44.42792768,2.10500508
10,11.4,-1.98E-07,-1.38E-08,1.86E-08,2.87E-08,2.81E-08,2.38E-08,1.37E-08,-11276.76102,69.16881634,192.2152702,156.8679902,97.29500395,48.97282525,5.137592372
10,11.5,-2.22E-07,-2.55E-08,1.11E-08,2.41E-08,2.53E-08,2.21E-08,1.31E-08,-11995.03249,26.69297383,179.472945,156.2366468,100.876307,53.37217233,8.180721629
10,11.6,-2.45E-07,-3.71E-08,3.52E-09,1.93E-08,2.24E-08,2.04E-08,1.25E-08,-12671.62709,-16.31236622,165.88585,154.9776449,104.0946992,57.60604018,11.22196065
10,11.7,-2.67E-07,-4.87E-08,-4.17E-09,1.44E-08,1.94E-08,1.85E-08,1.17E-08,-13303.3133,-59.67542253,151.5008063,153.089156,106.9327458,61.65502022,14.24876439
10,11.8,-2.88E-07,-6.03E-08,-1.19E-08,9.46E-09,1.63E-08,1.66E-08,1.10E-08,-13887.02554,-103.2213456,136.3684805,150.5720358,109.3744822,65.50031366,17.24852916
10,11.9,-3.08E-07,-7.17E-08,-1.97E-08,4.40E-09,1.31E-08,1.46E-08,1.01E-08,-14419.87921,-146.7729491,120.5431966,147.4298423,111.4054955,69.12381877,20.20864732
10,12,-3.28E-07,-8.29E-08,-2.75E-08,-7.29E-10,9.83E-09,1.25E-08,9.25E-09,-14899.1851,-190.1514555,104.0827305,143.6688424,113.0129997,72.50821571,23.11656237
10,12.1,-3.46E-07,-9.39E-08,-3.52E-08,-5.90E-09,6.48E-09,1.03E-08,8.33E-09,-15322.46294,-233.1772532,87.04808908,139.2980063,114.1859047,75.6370483,25.95982411
10,12.2,-3.63E-07,-1.05E-07,-4.28E-08,-1.11E-08,3.06E-09,8.12E-09,7.37E-09,-15687.4542,-275.6706619,69.50327326,134.3289903,114.9148773,78.49480243,28.72614361
10,12.3,-3.78E-07,-1.15E-07,-5.04E-08,-1.63E-08,-3.93E-10,5.85E-09,6.37E-09,-15992.13387,-317.4527024,51.51502721,128.7761082,115.1923961,81.06698087,31.40344784
10,12.4,-3.92E-07,-1.25E-07,-5.78E-08,-2.15E-08,-3.88E-09,3.54E-09,5.34E-09,-16234.72131,-358.3458684,33.15257414,122.6562906,115.0127977,83.34017386,33.97993366
10,12.5,-4.05E-07,-1.35E-07,-6.51E-08,-2.66E-08,-7.38E-09,1.19E-09,4.27E-09,-16413.69006,-398.1748972,14.48733977,115.9890324,114.3723159,85.30212557,36.44412083
10,12.6,-4.16E-07,-1.44E-07,-7.21E-08,-3.17E-08,-1.09E-08,-1.18E-09,3.19E-09,-16527.77646,-436.7675346,-4.407335433,108.7963298,113.2691123,86.94179564,38.78490404
10,12.7,-4.26E-07,-1.52E-07,-7.90E-08,-3.67E-08,-1.44E-08,-3.57E-09,2.07E-09,-16575.9872,-473.955293,-23.45649411,101.1026051,111.7032988,88.249416,40.9916035
10,12.8,-4.34E-07,-1.60E-07,-8.55E-08,-4.16E-08,-1.78E-08,-5.96E-09,9.46E-10,-16557.60561,-509.5741965,-42.58386876,92.93462105,109.6769523,89.21654225,43.05401395
10,12.9,-4.40E-07,-1.68E-07,-9.18E-08,-4.63E-08,-2.12E-08,-8.35E-09,-1.95E-10,-16472.19671,-543.4655135,-61.71219621,84.32138449,107.1941201,89.83609976,44.96245194
10,13,-4.45E-07,-1.75E-07,-9.78E-08,-5.10E-08,-2.46E-08,-1.07E-08,-1.35E-09,-16319.611,-575.4764698,-80.7635385,75.29403947,104.2608175,90.10242393,46.70780107
10,13.1,-4.47E-07,-1.81E-07,-1.03E-07,-5.54E-08,-2.79E-08,-1.31E-08,-2.50E-09,-16099.98688,-605.4609419,-99.65960895,65.88575058,100.8850163,90.01129466,48.28155496
10,13.2,-4.48E-07,-1.87E-07,-1.09E-07,-5.97E-08,-3.11E-08,-1.54E-08,-3.65E-09,-15813.75182,-633.2801259,-118.3221021,56.13157669,97.0766254,89.5599647,49.6758579
